productid;productname;subcategory;category
OFF-PA-10003134;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;Paper                                             ;Office Supplies
OFF-PA-10003172;Xerox 1920;Paper                                             ;Office Supplies
OFF-PA-10003177;Easy-staple paper;Paper                                             ;Office Supplies
OFF-PA-10003205;Xerox 227;Paper                                             ;Office Supplies
OFF-PA-10003228;Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 _” x 11”;Paper                                             ;Office Supplies
OFF-PA-10003256;"""Wirebound Service Call Books, 5 1/2"""" x 4""""""";Paper                                             ;Office Supplies
OFF-PA-10003270;Xerox 1942;Paper                                             ;Office Supplies
OFF-PA-10003302;Xerox 1923;Paper                                             ;Office Supplies
OFF-PA-10003309;Xerox 1926;Paper                                             ;Office Supplies
OFF-PA-10003349;Xerox 1973;Paper                                             ;Office Supplies
OFF-PA-10003363;Xerox 1898;Paper                                             ;Office Supplies
OFF-PA-10003395;Xerox 1986;Paper                                             ;Office Supplies
OFF-PA-10003424;"""Adams """"While You Were Out"""" Message Pads""";Paper                                             ;Office Supplies
OFF-PA-10003441;Xerox 1992;Paper                                             ;Office Supplies
OFF-PA-10003465;Xerox 1992;Paper                                             ;Office Supplies
OFF-PA-10003543;"""Black Print Carbonless 8 1/2"""" x 8 1/4"""" Rapid Memo Book""";Paper                                             ;Office Supplies
OFF-PA-10003591;Xerox 1960;Paper                                             ;Office Supplies
OFF-PA-10003625;EcoTones Memo Sheets;Paper                                             ;Office Supplies
OFF-PA-10003641;"""Eureka Recycled Copy Paper 8 1/2"""" x 11"""", Ream""";Paper                                             ;Office Supplies
OFF-PA-10003651;Easy-staple paper;Paper                                             ;Office Supplies
OFF-PA-10003656;Tops White Computer Printout Paper;Paper                                             ;Office Supplies
OFF-PA-10003657;Xerox 1937;Paper                                             ;Office Supplies
OFF-PA-10003673;Xerox 1996;Paper                                             ;Office Supplies
OFF-PA-10003724;Xerox 1999;Paper                                             ;Office Supplies
OFF-PA-10003729;Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper;Paper                                             ;Office Supplies
OFF-PA-10003739;Xerox 1917;Paper                                             ;Office Supplies
OFF-PA-10003790;Avery Personal Creations Heavyweight Cards;Paper                                             ;Office Supplies
OFF-PA-10003797;Xerox 1954;Paper                                             ;Office Supplies
OFF-PA-10003823;Xerox 1906;Paper                                             ;Office Supplies
OFF-PA-10003845;Xerox 211;Paper                                             ;Office Supplies
OFF-PA-10003848;Xerox 1957;Paper                                             ;Office Supplies
OFF-PA-10003883;Xerox 204;Paper                                             ;Office Supplies
OFF-PA-10003892;Xerox 1941;Paper                                             ;Office Supplies
OFF-PA-10003893;"""""""While you Were Out"""" Message Book, One Form per Page""";Paper                                             ;Office Supplies
OFF-PA-10003919;Xerox 226;Paper                                             ;Office Supplies
OFF-PA-10003936;Xerox 1912;Paper                                             ;Office Supplies
OFF-PA-10003953;Xerox 1985;Paper                                             ;Office Supplies
OFF-PA-10003971;Southworth 100% Cotton The Best Paper;Paper                                             ;Office Supplies
OFF-PA-10004000;Xerox 1979;Paper                                             ;Office Supplies
OFF-PA-10004022;Xerox 1909;Paper                                             ;Office Supplies
OFF-PA-10004039;Xerox 1968;Paper                                             ;Office Supplies
OFF-PA-10004040;Xerox 1935;Paper                                             ;Office Supplies
OFF-PA-10004041;Xerox 1927;Paper                                             ;Office Supplies
OFF-PA-10004071;Strathmore Photo Mount Cards;Paper                                             ;Office Supplies
OFF-PA-10004082;Wirebound Message Book, 4 per Page;Paper                                             ;Office Supplies
OFF-PA-10004092;Xerox 1998;Paper                                             ;Office Supplies
OFF-PA-10004100;Xerox 1969;Paper                                             ;Office Supplies
OFF-PA-10004101;Xerox 1991;Paper                                             ;Office Supplies
OFF-PA-10004156;Xerox 209;Paper                                             ;Office Supplies
OFF-PA-10004239;Xerox 197;Paper                                             ;Office Supplies
OFF-PA-10004243;Xerox 1987;Paper                                             ;Office Supplies
OFF-PA-10004248;Xerox 1997;Paper                                             ;Office Supplies
OFF-PA-10004255;"""Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"""" X 5""""""";Paper                                             ;Office Supplies
OFF-PA-10004285;Xerox 1943;Paper                                             ;Office Supplies
OFF-PA-10004327;Xerox 1962;Paper                                             ;Office Supplies
OFF-PA-10004353;Xerox 1989;Paper                                             ;Office Supplies
OFF-PA-10004355;Xerox 1994;Paper                                             ;Office Supplies
OFF-PA-10004359;Xerox 218;Paper                                             ;Office Supplies
OFF-PA-10004381;Xerox 1965;Paper                                             ;Office Supplies
OFF-PA-10004405;While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;Paper                                             ;Office Supplies
OFF-PA-10004438;Hammermill Color Copier Paper (28Lb. and 96 Bright);Paper                                             ;Office Supplies
OFF-PA-10004451;Xerox 1882;Paper                                             ;Office Supplies
OFF-PA-10004470;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);Paper                                             ;Office Supplies
OFF-PA-10004475;"""It's Hot Message Books with Stickers, 2 3/4"""" x 5""""""";Paper                                             ;Office Supplies
OFF-PA-10004519;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;Paper                                             ;Office Supplies
OFF-PA-10004530;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;Paper                                             ;Office Supplies
OFF-PA-10004569;Tops Green Bar Computer Printout Paper;Paper                                             ;Office Supplies
OFF-PA-10004609;Xerox 216;Paper                                             ;Office Supplies
OFF-PA-10004610;Xerox 1894;Paper                                             ;Office Supplies
OFF-PA-10004621;Xerox 188;Paper                                             ;Office Supplies
OFF-PA-10004665;Xerox 1953;Paper                                             ;Office Supplies
OFF-PA-10004675;Xerox 1939;Paper                                             ;Office Supplies
OFF-PA-10004733;Xerox 1990;Paper                                             ;Office Supplies
OFF-PA-10004734;Xerox 219;Paper                                             ;Office Supplies
OFF-PA-10004735;Xerox 1959;Paper                                             ;Office Supplies
OFF-PA-10004782;Xerox 1911;Paper                                             ;Office Supplies
OFF-PA-10004888;Southworth 25% Cotton Premium Laser Paper and Envelopes;Paper                                             ;Office Supplies
